countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
CZE,Czech Republic,Czech Koruna,2011.0,337778.875,328852.2813,10.566517,5.089023113,1805.623344,3.64057374,237256.4063,326041.3125,338853.0625,313085.0938,2134181.0,0.02874478698,0.5480655432,0.5476658344,328493.625,243635.4688,339396.75,2303938.0,0.9450915456,0.9153590798,0.9387747049,0.5236197114,0.04346934333,0.04566312954,17.69591667,0.6678974032,0.6774698496,0.7332279086,Benchmark,Benchmark,Market-based,Regular,Regular,0.7610182052,,0.5127469301,0.2835807204,0.2450547367,0.7305687666,-0.771951139,0.0,0.7040089965,0.7030499578,0.5923383236,0.7107964754,0.6367799044,0.5743067265,0.6009132862
CZE,Czech Republic,Czech Koruna,2012.0,337924.875,327438.3438,10.581293,5.110384464,1776.124369,3.64475441,232985.6875,323125.9688,339288.0,311800.8438,2203981.25,0.02917843871,0.5394835472,0.5371820331,325914.9375,240411.25,332169.625,2307184.25,0.9514803886,0.9106320739,0.9212716818,0.5328087807,0.0405658409,0.04606671631,19.5775,0.6174377799,0.6155765057,0.6698433757,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7820947628,,0.5100038052,0.28909567,0.2372221947,0.7341103554,-0.770432055,0.0,0.6491400599,0.6107655764,0.5492811203,0.6902380586,0.616281271,0.509091258,0.5099085569
CZE,Czech Republic,Czech Koruna,2013.0,339633.7813,323381.625,10.586533,5.127679348,1763.004804,3.648944855,234382.6563,319622.6875,338922.0938,309188.5625,2212210.25,0.02875988558,0.5333584547,0.5335248113,325765.3125,243619.5469,331479.2813,2306812.5,0.9558340311,0.9096648693,0.9188024402,0.530515492,0.04167628661,0.04635486752,19.57058333,0.6258235574,0.6245848536,0.684648931,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8015110842,,0.5110371113,0.2756895125,0.2470202595,0.7323614955,-0.7661083937,0.0,0.6640926003,0.6211788654,0.546652317,0.7110325694,0.6288230419,0.5073544383,0.5059113503
CZE,Czech Republic,Czech Koruna,2014.0,354289.8125,338200.4688,10.591108,5.152778149,1776.737581,3.65314579,239972.2969,331422.2813,353832.5,323370.6875,2254206.5,0.02832196839,0.5467487574,0.5411071181,333134.5,246766.0938,340921.375,2308873.25,0.9623669982,0.9205558896,0.935134232,0.5169101954,0.0465859659,0.04665552452,20.7575,0.5902534127,0.5916891098,0.647426784,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8026315031,,0.4962369502,0.2828023732,0.2458596975,0.7264580727,-0.7513571382,0.0,0.6304706335,0.5954564214,0.5090799928,0.7303847671,0.6516058445,0.478344202,0.5021636486
CZE,Czech Republic,Czech Koruna,2015.0,376828.7813,347158.625,10.601397,5.221146584,1756.160952,3.657356977,249534.5469,352713.6563,374995.4688,344464.7188,2255350.0,0.02799332328,0.5723204017,0.5650213361,351085.0313,254818.6719,361393.5625,2319299.5,0.9774852395,0.9615187645,0.9824603796,0.512558639,0.04975317046,0.04719177261,24.59875,0.4978972673,0.5014275312,0.5458702445,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7936254958,,0.4790347517,0.2995346189,0.2453777641,0.6609248519,-0.6848719716,0.0,0.5373936892,0.509965241,0.4207910001,0.6653500795,0.5947263241,0.4162983894,0.443972677
CZE,Czech Republic,Czech Koruna,2016.0,391123.9375,355307.875,10.618857,5.302702904,1778.52554,3.661578178,259615.8438,358955.875,388597.6563,356662.8125,2348605.5,0.02916557342,0.5690528154,0.5532765985,359993.0625,263546.0,365817.8438,2322913.25,0.9877592325,0.9661834836,0.9745845795,0.5229757428,0.04966157302,0.04783872142,24.43991667,0.5015982985,0.5050778389,0.5503014326,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7946665757,,0.4784938991,0.278526485,0.249408856,0.6564688683,-0.6628981233,0.0,0.5449716449,0.5141712427,0.4183860719,0.6631348729,0.5933808684,0.4080395401,0.4215722084
CZE,Czech Republic,Czech Koruna,2017.0,412431.0625,378600.0938,10.641034,5.382019997,1784.371195,3.665810108,272508.8438,381409.5313,412431.0625,378600.0938,2330539.25,0.02883190103,0.5935629606,0.5752065778,378600.0938,272508.8438,381409.5313,2330539.25,1.0,1.0,1.0,0.5327841043,0.05099438131,0.04842121899,23.37633333,0.5303625464,0.5300981402,0.5774667263,Benchmark,Benchmark,Market-based,Regular,Regular,0.7948747909,,0.4741701484,0.2876404524,0.2456100434,0.6691208482,-0.6765415072,0.0,0.5766320229,0.5294365287,0.4410355389,0.6820223927,0.6103402376,0.4444456398,0.4488924742
CZE,Czech Republic,Czech Koruna,2018.0,424744.0938,391695.1563,10.665677,5.448913097,1786.68911,3.670051813,282873.2813,398989.2188,424188.6563,391277.2813,2352701.25,0.0291449558,0.5986843109,0.586981535,390644.5625,282262.7188,399480.5938,2347597.25,1.018694639,1.014915586,1.030227184,0.5492497087,0.04858494177,0.04913930967,21.72991667,0.5882986784,0.5867878199,0.636144042,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.4744815528,0.2967612743,0.2484668493,0.6856805682,-0.7053902149,0.0,0.6363553405,0.5831071734,0.4965279102,0.714112103,0.6405843496,0.4965523481,0.4603819251
CZE,Czech Republic,Czech Koruna,2019.0,435390.0938,401072.2188,10.689209,5.481432438,1787.543402,3.674304247,291231.3438,408095.6563,434261.9688,401744.25,2375330.25,0.02907372825,0.6009572744,0.5871195793,399767.3125,290275.375,409272.4063,2364183.25,1.034519076,1.027136803,1.043812871,0.5492497087,0.04897387326,0.04987583309,22.93225,0.5771895051,0.5772564411,0.6239803433,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.4760901034,0.290892303,0.2488271296,0.6657241583,-0.6815337539,0.0,0.6201663017,0.5774231553,0.4949604869,0.6972618103,0.6259210706,0.4933886826,0.4500507712
DEU,Germany,Euro,2000.0,3030253.0,3035471.75,81.400882,39.60311508,1465.937805,3.566318989,2240532.75,2974363.5,2979409.5,3026260.0,12156833.0,0.2113255262,0.9827102423,0.9290875196,3410944.5,2493155.75,3381556.0,17241400.0,0.8043834567,0.9133059978,0.9733271003,0.6542061567,0.04740270972,0.03441346064,1.085400833,0.6534329653,0.6521909833,0.6420941353,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5960084796,0.2424876988,0.1443550736,0.3843414783,-0.3671927452,0.0,0.6065253019,0.648398757,0.8471037745,0.5153525472,0.5364591479,0.6466779709,0.8545310497
DEU,Germany,Euro,2001.0,3063525.5,3076616.0,81.453885,39.4514389,1458.165032,3.574926376,2280024.75,2976507.0,3025722.75,3077437.5,11975420.0,0.1983210444,1.004667878,0.9324521422,3468298.75,2518931.75,3388445.25,17504746.0,0.8225163817,0.9254315495,0.9719162583,0.6412127018,0.05135703087,0.03459950909,1.11751,0.64301759,0.6425209045,0.6317236423,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5933588147,0.2263188809,0.147525385,0.4003275633,-0.3675306141,0.0,0.6011484861,0.6408948302,0.8114186525,0.5025148392,0.5193991065,0.6496177316,0.9241189957
DEU,Germany,Euro,2002.0,3037455.75,3065723.0,81.535122,39.23355103,1448.923511,3.583554506,2254548.75,2884394.5,3012431.0,3073665.5,11717646.0,0.1898541749,1.008715272,0.9012527466,3461432.5,2500565.25,3308770.5,17693756.0,0.8337820768,0.9246540666,0.9501466155,0.6359941363,0.05274637789,0.03464024514,1.062551667,0.6879368424,0.6867271662,0.6730459929,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5810011625,0.2049168199,0.1525038034,0.4310694337,-0.3694911897,0.0,0.6457263231,0.6823971868,0.8487480879,0.5088810325,0.5162688494,0.7060279846,0.9791811109
DEU,Germany,Euro,2003.0,3049400.75,3140563.5,81.61438,38.8254509,1443.408008,3.592203379,2271235.75,2915465.0,3029813.5,3118041.25,12008162.0,0.192580238,0.9989634752,0.8867002726,3437198.5,2513289.25,3318425.25,17858988.0,0.841804862,0.9218920469,0.9567711353,0.6338881254,0.05323316157,0.03458094597,0.8860341667,0.8329036236,0.8238238096,0.8005129099,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5759871006,0.2066134661,0.1524304003,0.4725938439,-0.4076247811,0.0,0.7847352028,0.7918127775,1.014917254,0.5557880402,0.5702543259,0.8344783783,1.093971372
DEU,Germany,Euro,2004.0,3112337.5,3231047.25,81.646474,38.97291565,1442.584218,3.600873232,2272663.25,2933727.25,3094666.25,3207702.75,12275993.0,0.1922072023,0.9902524352,0.8548493385,3477588.25,2521367.75,3307074.25,18013062.0,0.8497560024,0.9261835814,0.9468113184,0.6196286082,0.05699545145,0.03454270214,0.805365,0.9266088605,0.9077909589,0.8758012652,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5623158813,0.2060863972,0.1461859792,0.5311533809,-0.4457415938,0.0,0.8744217753,0.8430971503,1.127350688,0.5888658762,0.5995217562,0.9200085402,1.188834429
DEU,Germany,Euro,2005.0,3139704.0,3391866.5,81.602741,38.92366791,1432.423495,3.609564066,2322696.5,3006691.5,3171629.75,3328034.25,12559612.0,0.1943600476,1.004134417,0.8415187001,3503034.0,2539572.0,3312517.25,18165114.0,0.8601916432,0.9319961071,0.9473891854,0.6128906608,0.05781801417,0.03461107984,0.80412,0.9227409959,0.8972459435,0.8550789356,Benchmark,Benchmark,Market-based,Regular,Regular,0.9404459837,,0.5551898479,0.2055252045,0.142728582,0.552069366,-0.4555130005,0.0,0.8707816005,0.8106702566,1.124854207,0.5894899964,0.6168245077,0.9197356105,1.102445483
DEU,Germany,Euro,2006.0,3276067.25,3470312.0,81.472226,39.18634415,1453.188534,3.618275642,2367318.0,3111590.5,3289767.0,3453487.0,13519404.0,0.2017863691,0.9878379107,0.8316922784,3636725.25,2572178.75,3410175.75,18365854.0,0.8751097322,0.9474288821,0.9550220966,0.5984931588,0.06245960668,0.03483518958,0.7971408333,0.935449779,0.9095001221,0.8663832545,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5410300493,0.2155133039,0.1444562376,0.5949357152,-0.4959352911,0.0,0.8917235732,0.8269616365,1.099216938,0.603372395,0.6292024851,0.8886452317,1.092434406
DEU,Germany,Euro,2007.0,3436286.25,3665398.5,81.27783,39.81446075,1454.087207,3.627008438,2410898.75,3208645.75,3441685.75,3630573.25,14432730.0,0.2076375633,0.9992108345,0.8338414431,3744970.75,2578210.75,3465561.75,18579110.0,0.8909141421,0.9577338099,0.9527317286,0.5901789069,0.0639410913,0.03518134356,0.7306375,1.019533396,0.9940051436,0.9422901869,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5183109641,0.2197303325,0.1457436085,0.6243981719,-0.5081830025,0.0,0.9816103578,0.916855514,1.154399991,0.6537913084,0.6777532697,0.9607155919,1.179867983
DEU,Germany,Euro,2008.0,3500104.25,3750630.75,81.065752,40.34532547,1447.328469,3.635762215,2489504.25,3311024.75,3525126.0,3636694.5,15340329.0,0.216133371,0.9819527268,0.85001266,3780918.0,2608535.75,3501176.5,18787008.0,0.9056917429,0.9542542696,0.9499077201,0.6046036482,0.05843823403,0.03554539382,0.6826747112,1.086012602,1.058165312,1.025702238,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5275287628,0.2258975655,0.1570226252,0.632868588,-0.5433175564,0.0,1.054319382,0.973777771,1.19248867,0.7098619342,0.7122032046,1.006160498,1.171505451
DEU,Germany,Euro,2009.0,3354149.5,3498118.0,80.899961,40.42920685,1405.055864,3.64453721,2511257.5,3194402.75,3362922.25,3466080.75,15955056.0,0.2284183204,0.939884007,0.8417990208,3565638.5,2627711.25,3386318.25,18897208.0,0.9096568823,0.9124292135,0.9315158129,0.6264617443,0.04830094054,0.0356445685,0.7198433598,1.034086704,1.010307789,0.9802386761,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5520800948,0.1970944703,0.1724435389,0.5581575036,-0.4797756076,0.0,1.002126217,0.9228956699,1.136408925,0.6694634557,0.6764522791,0.9349842668,0.940502882
DEU,Germany,Euro,2010.0,3531823.75,3672402.0,80.827002,40.63188171,1425.745469,3.653333187,2586880.5,3360805.5,3547485.75,3612950.75,16566225.0,0.2383934706,0.9235226512,0.8284674287,3714678.5,2651239.5,3491427.75,19046656.0,0.9182023406,0.9343330264,0.9440262318,0.6159981489,0.05290254578,0.03560258448,0.755044952,0.9803783894,0.9573975205,0.9400499463,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5456975698,0.2142085731,0.1703046113,0.5903266668,-0.520537436,0.0,0.949333787,0.8805828691,1.079853058,0.6778224707,0.6736657619,0.8783841729,0.8857133389
DEU,Germany,Euro,2011.0,3695614.5,3861188.25,80.855632,41.22457886,1426.896784,3.655776262,2687905.25,3544229.5,3727164.25,3764469.25,17233948.0,0.2435436845,0.9367572069,0.8462872505,3860486.5,2694197.25,3605625.25,19250234.0,0.930447638,0.9566302896,0.9604687095,0.616050899,0.05409878492,0.03571527079,0.7193552536,1.023293495,1.004626632,0.9946710467,Benchmark,Benchmark,Market-based,Regular,Regular,0.76726675,,0.5479781628,0.2274754345,0.1660414934,0.6229977012,-0.5644928217,0.0,0.9872083068,0.946033597,1.142383575,0.7193771005,0.7074497938,0.9202161431,0.9323860407
DEU,Germany,Euro,2012.0,3725440.5,3830993.25,80.972628,41.677948,1407.982103,3.65822053,2701012.25,3522813.25,3751672.25,3734986.0,18135912.0,0.2497240901,0.9144967198,0.8287649155,3876642.75,2733080.0,3573801.0,19440828.0,0.9404292703,0.9578053355,0.9491883516,0.6284950376,0.04985047877,0.0358152166,0.7782936014,0.9687921405,0.9402060509,0.9444065094,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7881502207,,0.5602740645,0.2200278491,0.1628911942,0.6220689416,-0.5652620792,0.0,0.9255198836,0.8462522626,1.117629886,0.7030208707,0.6717537045,0.8390167356,0.8001312613
DEU,Germany,Euro,2013.0,3710598.75,3839727.75,81.174367,41.99615097,1396.458087,3.660666704,2674527.25,3502182.75,3716178.25,3743099.5,18967338.0,0.2511208057,0.9072396159,0.821392715,3893606.5,2750153.75,3613003.25,19611996.0,0.9487295151,0.9588370919,0.9564487338,0.630767107,0.04888314381,0.03582859039,0.7531591818,1.03541255,1.004457593,0.997233212,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8156905092,,0.5506227016,0.2211150229,0.1638993919,0.6264375448,-0.5620746613,0.0,0.9880796075,0.9044280648,1.194428563,0.7230252624,0.7036515474,0.8574266434,0.8035163879
DEU,Germany,Euro,2014.0,3812503.25,3973957.75,81.450378,42.33126068,1400.411975,3.663114548,2694278.5,3565323.75,3818016.75,3853405.5,19777244.0,0.2542219758,0.9086706638,0.8118485212,3979637.5,2783966.75,3674711.5,19804598.0,0.9593123198,0.9689978361,0.96184057,0.6279784441,0.0506448783,0.03586630523,0.7537307367,1.0524894,1.017261147,1.007918954,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8231700451,,0.5357501507,0.2260455936,0.1634440273,0.6237692833,-0.5490090847,0.0,1.005044937,0.9082946181,1.20800674,0.7371398211,0.7160113454,0.8465305567,0.799235642
DEU,Germany,Euro,2015.0,3915258.25,3931076.75,81.787411,42.53557968,1400.793099,3.66556406,2749020.25,3608450.5,3905048.75,3920028.0,19994848.0,0.2523502707,0.90785712,0.8057448268,4039011.0,2845060.5,3724214.75,20002378.0,0.9715850949,0.9752871394,0.9667022824,0.6291250587,0.05051351711,0.03600933775,0.9016589616,0.887116611,0.8594607115,0.8561764359,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8197007925,,0.5332077742,0.2192408293,0.1680679023,0.5945488811,-0.515065372,0.0,0.8505448103,0.7709988952,1.003143191,0.6756792068,0.6536948085,0.7221495509,0.6688524485
DEU,Germany,Euro,2016.0,4039048.75,4048522.75,82.193768,42.92736053,1394.754324,3.668015003,2841748.75,3723883.5,4020468.5,4066405.75,20227082.0,0.2539137602,0.9291294813,0.8219926953,4129080.75,2926959.0,3838601.0,20223006.0,0.9851583838,0.988484323,0.9878476262,0.6296030879,0.05140337348,0.03621168062,0.904035128,0.8865437508,0.8624611497,0.8527181745,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8076298928,,0.5273479819,0.2169322819,0.1714875549,0.5858613849,-0.5016292334,0.0,0.8530365229,0.7848803997,0.989583075,0.6705939174,0.6577987671,0.7298395038,0.6642642617
DEU,Germany,Euro,2017.0,4237502.5,4236518.5,82.658409,43.59321976,1391.339722,3.670467615,2972258.0,3941019.25,4237502.5,4236518.5,20453238.0,0.2567822635,0.9427918792,0.8436476588,4236518.5,2972258.0,3941019.0,20453238.0,1.0,1.0,1.0,0.6333663464,0.05011173338,0.03644328192,0.8852055083,0.8940190673,0.8690502048,0.8692520857,Benchmark,Benchmark,Market-based,Regular,Regular,0.806460372,,0.5256837606,0.2286692113,0.1758965552,0.5935482383,-0.5237976909,0.0,0.864379704,0.7924432755,0.9825990796,0.691305697,0.6672513485,0.7713671923,0.6662120223
DEU,Germany,Euro,2018.0,4275108.5,4263030.5,83.124418,44.30603027,1389.931779,3.672922134,3019367.75,4006875.0,4269387.5,4256178.0,20650968.0,0.2593309581,0.9235110283,0.8359458447,4290237.5,3015258.0,4011264.5,20701212.0,1.016500235,0.9965533018,1.001615644,0.6419044137,0.04642667249,0.03672583774,0.8467726671,0.9487705827,0.9284159541,0.9312973619,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.5309618711,0.2320173681,0.1784463972,0.6098467708,-0.5512724519,0.0,0.9173275232,0.8661804199,1.042328477,0.7234264612,0.6964188814,0.8423120975,0.6545733809
DEU,Germany,Euro,2019.0,4308861.5,4275312.0,83.517045,44.79519653,1386.196834,3.675377846,3078229.25,4048756.25,4297892.0,4274167.5,20907856.0,0.2570945024,0.9087846875,0.8279457688,4314067.5,3071796.75,4060906.25,20957202.0,1.032844663,0.9906682372,1.002454877,0.6419044137,0.04473613203,0.03700553253,0.8932762571,0.9133355618,0.8983761668,0.903362751,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5367693305,0.2270680815,0.1834245175,0.6037150621,-0.5509770513,0.0,0.8816620111,0.8509292006,1.006024241,0.7016772032,0.6737991571,0.8302441239,0.6227669716
FIN,Finland,Euro,2000.0,186055.4688,186505.8125,5.187954,2.305018187,1704.713453,3.131667376,116120.9219,166605.4219,182375.2188,186013.7031,771147.5,0.01349407807,0.9315274358,0.8025705218,190218.2031,140324.7813,193461.6563,896772.5625,0.7263504863,0.9785938263,0.9465302229,0.5662558079,0.08429352194,0.03879216313,1.085400833,0.7311301827,0.6892743111,0.6757919192,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4653553367,0.2714020014,0.1589047164,0.4843742847,-0.3743181229,-0.005718203261,0.6941622496,0.5930004716,0.8393912911,0.504714787,0.4866756201,0.5617081523,1.085940361
FIN,Finland,Euro,2001.0,186969.1406,187857.6406,5.200477,2.341113091,1689.916506,3.151494026,118062.1641,166981.6563,184286.7344,187686.9844,761010.75,0.01256234571,0.9434360862,0.8054413199,195182.9375,143946.5781,197061.2813,918892.3125,0.7463966608,0.9849557281,0.9457260966,0.5603886843,0.08521541953,0.03914068639,1.11751,0.7396939397,0.7022745013,0.6895517111,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4636855423,0.2606440783,0.1653520465,0.4809179306,-0.3792599738,0.008660390973,0.7071558833,0.6119664311,0.8309381604,0.4907933772,0.4673632085,0.5903196335,1.189987421
FIN,Finland,Euro,2002.0,185306.3125,187059.5313,5.213366,2.370204449,1682.498731,3.171446562,121249.4141,166904.8906,183633.8281,187718.9688,728823.75,0.01181948464,0.9509606957,0.8050143123,198515.0,147546.9531,199729.2813,938143.375,0.762463212,0.9845519066,0.9420548677,0.5652412772,0.0850918889,0.03939056396,1.062551667,0.7938757539,0.7609966397,0.7444359064,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4722501934,0.2432118207,0.1736590266,0.4789035916,-0.3798532486,0.0118285818,0.760641098,0.6736781001,0.884254396,0.4951956868,0.4689676166,0.6563270688,1.26899147
FIN,Finland,Euro,2003.0,185790.8125,190640.1406,5.227093,2.376400709,1676.413502,3.191524982,123652.3438,171530.1563,184572.5625,190083.3906,740745.0625,0.01198889595,0.9346386194,0.8006466031,202492.7969,152398.1094,205955.6875,958066.625,0.7803891301,0.9912475348,0.9588165879,0.5692667365,0.08315904438,0.03951851651,0.8860341667,0.9799452424,0.9279150963,0.9010133147,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4821127057,0.2518779337,0.1684035957,0.51612252,-0.4253565073,0.006839804817,0.9279707074,0.79353863,1.128740072,0.5351667404,0.5141717792,0.7961043715,1.41859448
FIN,Finland,Euro,2004.0,195382.9063,199610.7344,5.24217,2.388879061,1677.691501,3.21173048,127898.4609,181459.0469,194297.3281,199194.5938,777530.25,0.0124759227,0.9274531007,0.7974638343,210576.5156,157065.75,213486.8594,979629.375,0.7994509339,1.013003945,0.9767007828,0.5639913678,0.08423964679,0.03963949159,0.805365,1.087578893,1.01455605,0.9896129966,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4770329893,0.2688857615,0.1650449932,0.5404432416,-0.4654471278,0.01404013671,1.024387121,0.8401833177,1.27022326,0.565851748,0.5463907123,0.8771285415,1.473156214
FIN,Finland,Euro,2005.0,202128.7031,213170.4063,5.258927,2.424816132,1667.038737,3.232064009,133469.6094,195105.9688,204071.1875,208794.1875,822328.5,0.01309370063,0.9320254922,0.8078872561,216430.2188,161465.0625,222201.6563,1002029.375,0.8196081519,1.021363378,0.99723804,0.5728318095,0.07821122557,0.03974824771,0.80412,1.090215325,1.003590941,0.98088938,Benchmark,Benchmark,Market-based,Regular,Regular,0.8841146344,,0.4747731686,0.2952014804,0.1644669324,0.5464985967,-0.4918366671,0.01089647599,1.025512815,0.8160114884,1.276994586,0.5717356205,0.569393754,0.8906121254,1.299605131
FIN,Finland,Euro,2006.0,211385.7344,217650.2344,5.277491,2.469651699,1661.743224,3.252526522,141364.9375,201551.3594,211942.7344,216734.2344,892311.4375,0.0137332892,0.9229125381,0.8019931912,225146.75,166439.8594,227161.2813,1024142.5,0.8387261629,1.039237022,0.997177422,0.5748664737,0.07669728994,0.03981086612,0.7971408333,1.091484904,1.023372769,1.000748396,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4806365967,0.2776968479,0.171613574,0.6046284437,-0.5474047065,0.01282916963,1.037278056,0.8633919954,1.243301511,0.58972013,0.5851876736,0.8798187375,1.232053638
FIN,Finland,Euro,2007.0,230932.0156,236703.1875,5.297739,2.523195505,1658.025329,3.273118258,152538.4688,218795.1406,230653.8281,234936.125,936555.6875,0.0138894124,0.9629759192,0.8468031883,237078.0313,171159.4844,238010.5625,1051595.125,0.8639637828,1.064831853,1.016658664,0.559152782,0.08111362159,0.03991385177,0.7306375,1.163926601,1.110059261,1.08982563,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4747174978,0.282019943,0.174558863,0.5985622406,-0.5491573215,0.01929874159,1.115162969,0.9860439301,1.296540737,0.6385748386,0.6322914362,0.9929685593,1.420025706
FIN,Finland,Euro,2008.0,241510.0469,245778.2188,5.319449,2.578032017,1653.799852,3.293840408,163069.6563,233044.2969,242504.0313,239388.9844,1061397.375,0.01532000862,0.9290428758,0.8599020243,238936.7188,174324.7656,240311.0938,1078018.125,0.887966156,1.045435905,0.9999482036,0.5703229308,0.07384070009,0.04009748623,0.6826747112,1.237007141,1.173442364,1.188711762,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.4906185865,0.2923052013,0.1905725449,0.5800693631,-0.5760358572,0.02247021347,1.195009947,1.025310397,1.34512651,0.6977857947,0.6685431004,1.010344625,1.370153666
FIN,Finland,Euro,2009.0,228332.2969,225346.1875,5.342262,2.511394024,1632.52052,3.314693928,162523.1875,222753.7188,228116.9063,224015.8438,1168292.0,0.01717357896,0.8633126616,0.8342525959,219643.9063,171622.5469,225102.9844,1094931.5,0.9014539719,0.9737389684,0.9490603805,0.6079131365,0.05649214238,0.04014082998,0.7198433598,1.183977604,1.106806636,1.127068996,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5139396191,0.2688672543,0.2115590125,0.4248925149,-0.434728235,0.01546984352,1.143551707,0.8985725641,1.282184005,0.6604195237,0.6246309876,0.8709723353,0.9757446051
FIN,Finland,Euro,2010.0,234672.0781,233241.9063,5.365782,2.495830297,1637.912374,3.335679293,167787.8281,230856.1094,234695.7031,229752.1719,1193029.5,0.01754900068,0.8504026532,0.8240490556,226641.6563,175032.9219,232749.7656,1112684.875,0.9137830138,0.9973093867,0.9740216732,0.5967940688,0.06350179017,0.03995083645,0.755044952,1.133372784,1.061720252,1.084565163,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5227499604,0.2745056748,0.2075492442,0.4586448371,-0.4743944407,0.0109447157,1.091934204,0.8710948825,1.237743258,0.6654019952,0.630930841,0.8036900759,0.9268960953
FIN,Finland,Euro,2011.0,243427.8594,237577.9688,5.390038,2.535330534,1630.301835,3.354023218,177479.1563,245822.8906,244523.7031,231741.3906,1236101.25,0.01796003431,0.8356554508,0.8505865335,232415.7188,178354.5781,242074.7813,1132421.75,0.9278960228,1.00643754,0.9969193339,0.6000691652,0.06333436817,0.03965427727,0.7193552536,1.186765313,1.125632048,1.187719345,Benchmark,Benchmark,Market-based,Regular,Regular,0.7623242719,,0.5489928722,0.2949137986,0.2168571949,0.4814200401,-0.5552815199,0.01309754979,1.150137067,0.9668772817,1.279492736,0.7062631845,0.6516983509,0.8548995852,0.9680792689
FIN,Finland,Euro,2012.0,240563.0781,235399.5625,5.41477,2.556477308,1619.733187,3.372467756,177841.1406,245461.3281,241846.3281,230128.5938,1311024.25,0.01851220988,0.8116845489,0.8318568468,229167.6094,179151.6719,240076.1094,1151527.0,0.941562295,0.9823319316,0.9786855578,0.6139835715,0.0557237938,0.03936135769,0.7782936014,1.134932637,1.068053603,1.122437,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7691883644,,0.5586363673,0.293836534,0.2141539007,0.4587550759,-0.5224919915,-0.002889917931,1.085841656,0.8921616077,1.262990117,0.6912252903,0.6328077912,0.7941401601,0.8212760687
FIN,Finland,Euro,2013.0,235942.0469,225320.1875,5.438982,2.53670454,1612.173296,3.391013861,176314.5,237993.6094,235588.4063,220233.7344,1293886.75,0.01767428592,0.7870888114,0.823050797,227101.2031,179203.3125,237773.3438,1167279.0,0.9510909915,0.9738198519,0.9696424007,0.6103990078,0.05555168539,0.03902551904,0.7531591818,1.211217046,1.15152216,1.231806159,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.7872723044,,0.5716041327,0.2800620794,0.228974849,0.4826058745,-0.5646180511,0.001371080987,1.167650819,0.9808802605,1.319973826,0.7004244328,0.623950839,0.8587038517,0.8754943013
