countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
BLR,Belarus,Belarussian Ruble,2000.0,89177.16406,97656.96094,9.871632,4.372109413,,,73465.90625,86760.91406,85313.30469,94981.73438,586333.4375,0.007689829916,,,88715.73438,58912.64844,65244.46484,381292.375,0.495031178,,,0.5559891462,0.02568440884,0.03095458075,0.087675,0.1122631952,0.1262427568,0.1133921817,Interpolated,Benchmark,Market-based,Outlier,Regular,,,0.4884525836,0.1399743706,0.2850214839,0.1661264598,-0.1847161353,0.105141215,0.1342692226,0.2034914196,0.07455059886,0.4646092355,0.4928109646,0.1337744296,0.16713126
BLR,Belarus,Belarussian Ruble,2001.0,92449.82031,95095.09375,9.811401,4.338583469,,,78350.26563,91552.22656,89063.28906,92638.01563,531366.25,0.006759976968,,,92907.83594,66760.3125,72092.3125,381004.8125,0.4946710467,,,0.5913398862,0.02459706739,0.03069426678,0.139,0.1292678416,0.1434119046,0.1378779113,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5692430139,0.1425112784,0.276524961,0.1783277988,-0.2040921748,0.03748515248,0.1418408155,0.2273533344,0.1033856198,0.4510093331,0.4382773042,0.1653166413,0.2028823346
BLR,Belarus,Belarussian Ruble,2002.0,94321.25781,96684.5625,9.745923,4.29467392,,,80393.15625,93690.82031,91273.9375,94347.86719,486591.0,0.006201648153,,,97561.00781,72105.97656,76985.47656,381483.7813,0.4949814975,,,0.5866469145,0.03048893251,0.03063328378,0.1790916667,0.1514909267,0.1653113663,0.1599253714,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.6018302441,0.1409428865,0.2502627373,0.1860851943,-0.223650679,0.04452963918,0.1607256234,0.2488650531,0.1292833537,0.4568565488,0.430896908,0.1967051476,0.2482772917
BLR,Belarus,Belarussian Ruble,2003.0,97021.78125,101225.3594,9.679235,4.247723103,,,81607.57813,97602.27344,94451.35938,99476.78125,454342.1563,0.005817818455,,,104385.125,75908.10938,84383.24219,384457.0313,0.5047118068,,,0.554403007,0.04154528677,0.03091717511,0.2051270833,0.1776196212,0.1951099783,0.1852533221,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5939174891,0.1607882529,0.2264506072,0.2013310343,-0.2366242558,0.05413685367,0.1811880022,0.2843487263,0.1682607383,0.4965901077,0.4910236895,0.2357366681,0.3254044354
BLR,Belarus,Belarussian Ruble,2004.0,103519.4609,108854.3672,9.616634,4.220853806,,,84126.64844,103905.0469,101075.9063,107025.6484,433109.5938,0.005561845843,,,116313.3203,80971.78906,94522.60156,389894.7188,0.5207099319,,,0.5524302721,0.04823637381,0.03163020313,0.21602575,0.2117169946,0.236697197,0.2235388011,Interpolated,Benchmark,Market-based,Regular,Regular,,80.0,0.5871682167,0.1848005354,0.1988737434,0.2398810685,-0.2911485136,0.08042502403,0.2079647183,0.3429495394,0.2227955014,0.5356394053,0.5245596766,0.2930670083,0.4116859436
BLR,Belarus,Belarussian Ruble,2005.0,113256.8281,115156.7578,9.562088,4.303769588,,,92081.73438,113786.3047,112653.4922,112591.9375,423223.9375,0.005468339194,,,127294.875,89491.0,105181.9766,398057.9375,0.541900754,,,0.5697528124,0.05222991109,0.03272455931,0.215382,0.2471185327,0.2772393823,0.2773909271,Benchmark,Benchmark,Market-based,Regular,Regular,0.5646643123,83.33333333,0.6338520646,0.1927719563,0.1839838624,0.2632961273,-0.2869501412,0.01304613333,0.2313379347,0.4050271511,0.3014850616,0.5389512777,0.5168563724,0.354385823,0.4779677689
BLR,Belarus,Belarussian Ruble,2006.0,126670.4453,129523.4297,9.516883,4.356754303,,,101360.1563,128628.25,125305.2344,126670.4844,422243.0,0.00554761244,,,140021.7344,97576.05469,121403.2969,411769.8438,0.582042098,,,0.5791980624,0.05857484788,0.03433155268,0.2144564167,0.2669938505,0.304952085,0.3016653061,Interpolated,Benchmark,Market-based,Regular,Regular,,80.0,0.6198687553,0.2152679116,0.1803189367,0.2760347426,-0.3326110244,0.04112073779,0.2547352016,0.4460493326,0.3091343939,0.5645155311,0.5298398137,0.3875856996,0.5318617821
BLR,Belarus,Belarussian Ruble,2007.0,138922.625,142766.1875,9.480515,4.40040493,,,112982.7344,142998.8125,137200.8281,139577.7969,423755.0938,0.005600325298,,,152033.2656,106922.1875,135595.7188,428139.2813,0.6246345639,,,0.5677343011,0.06376498193,0.03635792062,0.2146078333,0.2921101749,0.3411585987,0.3353487849,Interpolated,Benchmark,Market-based,Regular,Regular,,83.33333333,0.6268578768,0.215049088,0.1826027185,0.2840830088,-0.3607179821,0.05212521926,0.2818692327,0.5257805586,0.3272663951,0.6122123003,0.5698933005,0.4527536035,0.6312999129
BLR,Belarus,Belarussian Ruble,2008.0,158784.0938,165892.0,9.452855,4.486717701,,,130026.9141,167297.6406,157861.6406,161562.7188,431282.0313,0.005788492039,,,167607.8906,120389.6875,159459.2969,450035.375,0.6768978834,,,0.5458779931,0.07730926573,0.03850078955,0.21363975,0.3320846856,0.397862196,0.3887479603,Interpolated,Benchmark,Market-based,Regular,Regular,,83.33333333,0.6258411407,0.2306888998,0.1789665073,0.2972261012,-0.3813833594,0.04866069183,0.3282968998,0.6273410916,0.3453304172,0.6782660484,0.6391261816,0.5453731418,0.845905304
BLR,Belarus,Belarussian Ruble,2009.0,153846.625,160476.9375,9.433152,4.517699718,,,131925.0938,166194.7656,152229.8906,158884.1719,436931.4375,0.006049571559,,,167866.2188,120335.8047,157416.4375,471828.6563,0.719325304,,,0.5770076513,0.05976533517,0.04014014453,0.2793049218,0.2788411975,0.3341866136,0.3201904297,Interpolated,Benchmark,Market-based,Regular,Regular,,84.44444444,0.6223974228,0.215689674,0.207924962,0.2147239894,-0.3118031621,0.05106706545,0.2891674936,0.5472450852,0.2479307055,0.6244583726,0.5766784549,0.4728050828,0.6021190286
BLR,Belarus,Belarussian Ruble,2010.0,166292.9531,177337.6563,9.420574,4.5766716,,,146572.4219,185368.4375,165031.8281,174417.1563,446344.375,0.006392377894,,,180875.8281,129770.4844,175570.2813,499245.4375,0.7744131684,,,0.597507298,0.05520033836,0.04126075283,0.297851,0.2798348963,0.3467931449,0.3281323314,Interpolated,Benchmark,Market-based,Regular,Regular,,85.55555556,0.6113761067,0.2224323601,0.2289794087,0.2218676955,-0.3291829824,0.04452744499,0.2986532748,0.5997632742,0.2295897156,0.6533610821,0.6075825691,0.5129166245,0.5834115744
BLR,Belarus,Belarussian Ruble,2011.0,195973.0156,199826.8906,9.41532,4.571212292,,,154546.5313,194568.3906,195799.0781,196152.4375,458664.625,0.006417277269,,,190905.7813,131175.9375,181511.7969,530930.75,0.8416000605,,,0.5014039278,0.08908259869,0.0428609401,0.4974633333,0.2483891696,0.3154373467,0.3148691356,Benchmark,Benchmark,Market-based,Regular,Regular,0.5521577422,85.55555556,0.5478911996,0.2040344775,0.2399987131,0.3125113845,-0.3809971511,0.07656134665,0.2799069583,0.5743474364,0.1764374077,0.6756730676,0.6122965217,0.4914720953,0.7579448819
BLR,Belarus,Belarussian Ruble,2012.0,195157.6094,190945.2969,9.417046,4.503417015,,,153084.5,187891.8125,194278.5781,186956.3906,446906.8125,0.006130867172,,,194241.9375,141666.8125,186428.6406,554218.375,0.8831962347,,,0.5393157005,0.07256793231,0.04412904382,0.8336898333,0.2643935084,0.3381016552,0.3513434827,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.5541989584,86.66666667,0.5848535895,0.1861787438,0.2339710444,0.3817142248,-0.4248358905,0.03811822459,0.2886640131,0.6622743607,0.2037248611,0.6454233527,0.5842484236,0.5635146499,0.7525975704
BLR,Belarus,Belarussian Ruble,2013.0,183836.8594,186944.3594,9.423506,4.481499195,,,151496.2656,188798.125,182441.5,183506.3906,491409.6563,0.006665766705,,,196088.9688,152703.0156,201562.2813,580529.0625,0.9242278337,,,0.6255766749,0.04406836629,0.04430470243,0.88800525,0.3224889636,0.4139821827,0.4115797877,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.5628592314,86.66666667,0.6228519678,0.2032727897,0.2027120143,0.3029435277,-0.373991549,0.0422112532,0.338701427,0.785569191,0.27267465,0.6692147851,0.6268800497,0.6320350766,0.6211078167
BLR,Belarus,Belarussian Ruble,2014.0,191278.8125,190411.5469,9.431735,4.466251373,,,153856.6563,192808.1094,190103.9063,186121.7969,629745.8125,0.007779578213,,,199514.5938,157189.2656,201279.9531,602867.875,0.9566679597,,,0.6059682965,0.05057387426,0.04399281368,1.02241025,0.34106341,0.4145787656,0.4234488308,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.5886570231,87.77777778,0.5628962517,0.209279418,0.2637488246,0.286403954,-0.3642087579,0.04188032076,0.3974019587,0.7049615979,0.2208248973,0.6768566966,0.5974928141,0.5087453723,0.5613358617
BLR,Belarus,Belarussian Ruble,2015.0,185163.3438,186224.9531,9.439423,4.425303459,,,147756.5781,177949.2969,183767.7344,184774.625,574858.5625,0.007227385882,,,191874.0469,154144.4063,186145.9688,617035.0625,0.9746816754,,,0.5925414562,0.05012752488,0.04346118495,1.592598833,0.2590465546,0.3072072268,0.3055331707,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.610166928,87.77776667,0.5839367509,0.1634029448,0.215721637,0.2386911958,-0.2977331877,0.09598062932,0.2766700685,0.5428950191,0.2113414705,0.604488194,0.5506188869,0.418928355,0.4315757453
BLR,Belarus,Belarussian Ruble,2016.0,172419.2969,175777.1875,9.445643,4.348333359,,,138896.6563,165367.4531,171116.1406,175430.5625,598473.0,0.007334035821,,,187146.9844,149224.9531,175222.9531,625025.3125,0.9830194116,,,0.5925414562,0.04586281627,0.04285812378,1.989562833,0.2410729378,0.2788956463,0.2720366716,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.6123118641,87.77776667,0.5666447282,0.1508904099,0.2251024395,0.2225343138,-0.2841030061,0.1189311221,0.2616920769,0.4773578048,0.1891689003,0.6029140949,0.5539664626,0.3597407341,0.3481902778
BLR,Belarus,Belarussian Ruble,2017.0,187155.2813,191909.875,9.450231,4.308388233,,,154326.2656,183672.5625,187155.2813,191909.875,634667.375,0.007639694959,,,191909.875,154326.2656,183672.5625,634667.375,1.0,,,0.5925414562,0.04652477056,0.04260519147,1.932341667,0.2486119121,0.2924064994,0.2851620913,Benchmark,Benchmark,Market-based,Regular,Regular,0.609341976,87.77776667,0.518838644,0.152917102,0.2853214741,0.2449824363,-0.3119395077,0.1098797843,0.2992986143,0.5227133036,0.1564414352,0.62193501,0.5718744397,0.3865798116,0.3698169589
BLR,Belarus,Belarussian Ruble,2018.0,197905.4375,200152.3125,9.452617,4.303645611,,,162370.0156,192730.7813,197933.2813,200776.3594,643405.1875,0.007701023016,,,197955.0156,163641.6875,193930.2813,645298.0,1.021987796,,,0.5925414562,0.04809958488,0.0428372398,2.037608333,0.256187439,0.3032892346,0.2989945412,Extrapolated,Benchmark,Market-based,Regular,Regular,,81.1111,0.5352098346,0.1512168348,0.2735009789,0.2618608475,-0.3260784447,0.1042899266,0.2991746962,0.5551906824,0.1720663458,0.6414805651,0.5866746306,0.4102944732,0.3798537552
BLR,Belarus,Belarussian Ruble,2019.0,201465.0156,204795.3438,9.452411,4.306441784,,,167731.6719,201248.7813,201463.5156,205916.1875,656323.125,0.007642471697,,,200419.1875,169555.8438,205159.2656,659330.25,1.048210025,,,0.5925414562,0.05245620012,0.04318219051,2.091783333,0.2666967511,0.3131135404,0.30634287,Extrapolated,Extrapolated,Market-based,Regular,Regular,,86.66666667,0.5455362201,0.1627706587,0.2690266073,0.2477539182,-0.3295372725,0.1044498906,0.3092032671,0.5453998446,0.1805013865,0.6459693313,0.5817623138,0.4032240808,0.3894515932
BTN,Bhutan,Ngultrum,2000.0,2625.350342,2617.554199,0.591021,0.2234994322,,,1868.908813,2915.547363,2473.899414,2487.395996,12177.81738,,,,2494.105225,2009.173462,2887.1604,14602.10254,,,,,,0.03225756437,44.941605,0.1636698842,0.1775102764,0.1765470803,Extrapolated,Benchmark,Market-based,Regular,,,,0.371381104,0.420776844,0.3799704015,0.02025297843,-0.02472442761,-0.1676568538,0.2268043607,0.202224046,0.1019625887,0.4916476905,0.4803231359,0.1468797177,
BTN,Bhutan,Ngultrum,2001.0,2792.268555,2767.886475,0.60364,0.2285381705,,,2021.01355,3401.219238,2665.027588,2662.741211,13780.93066,,,,2698.716553,2142.948242,3364.817139,16328.15918,,,,,,0.03102697991,47.18641417,0.1585750282,0.1787587106,0.1789121926,Extrapolated,Benchmark,Market-based,Regular,,,,0.3669089973,0.5183401108,0.3920883834,0.02368300781,-0.02613899857,-0.2748814523,0.223019585,0.2083133757,0.09826900065,0.4710829258,0.4361305237,0.1513276398,
BTN,Bhutan,Ngultrum,2002.0,3153.630127,3180.477783,0.616018,0.2334967256,,,2194.541748,3788.803711,3049.439941,3098.681396,15713.05371,,,,2988.230469,2307.923584,3716.542969,18382.20313,,,,,,0.03012209199,48.61031917,0.1575357169,0.1761132032,0.1733145565,Extrapolated,Benchmark,Market-based,Regular,,,,0.3372156024,0.5144969225,0.3710023761,0.02132708766,-0.03359340504,-0.2104485184,0.2247323543,0.2016855627,0.09645860642,0.4764352441,0.4676168561,0.1469506919,
BTN,Bhutan,Ngultrum,2003.0,3337.099121,3487.008057,0.627839,0.2382548153,,,2439.784424,4042.989258,3254.723389,3425.540283,17717.2207,,,,3217.558105,2532.060547,3931.712646,20413.18164,,,,,,0.02972540073,46.58328417,0.1664222628,0.1911014169,0.1815720201,Extrapolated,Benchmark,Market-based,Regular,,,,0.3365527689,0.4680151641,0.3756807148,0.03310187906,-0.0728598386,-0.1404906809,0.2419690639,0.2286585718,0.0987438187,0.5156883001,0.4877343774,0.1622677445,
BTN,Bhutan,Ngultrum,2004.0,3529.202148,4073.872803,0.638815,0.2427023351,,,2596.418945,4406.557129,3462.262207,4028.599121,19989.83008,,,,3407.320801,2629.261475,4271.168457,22732.48828,,,,,,0.02997076325,45.31646667,0.1738598645,0.2029704303,0.1744370162,Extrapolated,Benchmark,Market-based,Regular,,,,0.2918302417,0.4493220448,0.3526664674,0.02614891529,-0.1119304597,-0.008037207648,0.2591494322,0.2447258979,0.10328307,0.5488499403,0.540743649,0.1699153334,
BTN,Bhutan,Ngultrum,2005.0,3766.820313,4064.014648,0.648739,0.248999998,,,2735.045898,4324.508789,3781.874268,4043.19751,21850.54883,,,,3650.017334,2676.408447,4052.138428,24580.77734,,,,,,0.03139938787,44.099975,0.1865239739,0.2165248096,0.2025302052,Benchmark,Benchmark,Market-based,Regular,,0.4760022248,57.77777778,0.2992138565,0.393120259,0.3772422969,0.1184784472,-0.2016696036,0.01361473836,0.2733985782,0.268148303,0.1176184416,0.539355278,0.4746327102,0.1845787764,
BTN,Bhutan,Ngultrum,2006.0,4116.120605,4064.202148,0.65741,0.2548891902,,,2837.10083,4355.251953,4107.720215,4063.364014,23502.82813,,,,3900.100098,2826.517334,4141.730469,26259.92773,,,,,,0.03337070346,45.30700833,0.1882514656,0.2185473442,0.2209330499,Interpolated,Benchmark,Market-based,Regular,,,62.22222222,0.30873698,0.3736192882,0.3894778192,0.1870765835,-0.2042463422,-0.05466432497,0.2736490667,0.2751639187,0.1205572635,0.5444725752,0.5047550797,0.1832401007,
BTN,Bhutan,Ngultrum,2007.0,4794.927246,4347.116211,0.664876,0.2591264546,,,3059.772949,4186.773926,4778.034668,4335.24707,24579.80469,,,,4600.008301,3201.75,4035.193115,27437.24023,,,,,,0.03480560333,41.34853333,0.227855742,0.2503311336,0.275899142,Interpolated,Benchmark,Market-based,Regular,,,57.77777778,0.352281183,0.2599623799,0.353508532,0.2623380721,-0.2043688595,-0.02372134291,0.3067826033,0.3113510907,0.149202913,0.5930918455,0.5622410774,0.2013535053,
BTN,Bhutan,Ngultrum,2008.0,4700.867188,4825.165527,0.671613,0.2647424936,,,3068.189453,4789.464355,4713.290039,4805.640137,26220.43555,,,,4817.92041,3266.91333,4810.251465,29268.67578,,,,,,0.03628706932,43.50518333,0.2407389432,0.2669768929,0.2618463933,Interpolated,Benchmark,Market-based,Regular,,,63.33333333,0.3376256824,0.3581780195,0.3008302152,0.1967535466,-0.1945943683,0.00120682118,0.3082951307,0.3137463331,0.1649197489,0.5514549613,0.5809446573,0.2035168707,
BTN,Bhutan,Ngultrum,2009.0,5020.684082,5215.511719,0.678323,0.2695081532,,,3632.051758,5586.864258,5008.885742,5243.381836,28188.88867,,,,5138.615234,3926.104004,5705.786133,31528.63281,,,,,,0.03821061179,48.40526667,0.2291348279,0.2525012791,0.2412088364,Interpolated,Benchmark,Market-based,Regular,,,73.33333333,0.3807422221,0.3728151917,0.3119503856,0.2121006846,-0.1887537837,-0.08885468543,0.281494081,0.2959162593,0.1652292311,0.4458547831,0.534912765,0.1884646565,
BTN,Bhutan,Ngultrum,2010.0,5388.115234,6102.191406,0.685503,0.2689193487,,,3957.535156,6739.279297,5370.602539,6076.527344,31289.72266,,,,5741.467285,4301.541016,7116.59375,35074.58203,,,,,,0.04067776352,45.72581212,0.2555237412,0.2952115834,0.2609161735,Interpolated,Benchmark,Market-based,Regular,,,75.55555556,0.3763378263,0.4577851892,0.2749445438,0.1036018208,-0.2355472744,0.02287786081,0.3036532402,0.3516747653,0.1896452159,0.656801641,0.5965192318,0.2194467783,
BTN,Bhutan,Ngultrum,2011.0,5509.121582,6341.960938,0.693298,0.2676355243,,,4051.813965,7101.487793,5512.111328,6293.44873,34588.46875,,,,6194.56543,4362.431152,7585.42627,39003.23828,,,,,,0.04359554499,46.67046667,0.2748553753,0.3302199244,0.2892228365,Benchmark,Benchmark,Market-based,Regular,,0.5167587521,77.77777778,0.3779203892,0.4845790863,0.2658941746,0.107169047,-0.2761848867,0.04062215984,0.3146546483,0.4037776589,0.2182878703,0.6715903878,0.605093956,0.2489460856,
BTN,Bhutan,Ngultrum,2012.0,5867.821289,6640.049805,0.701581,0.2666099072,,,4637.72168,7776.009766,5940.592773,6646.342773,38247.03125,,,,6508.697754,4557.695313,7887.324707,42807.35547,,,,,,0.04593492672,53.43723333,0.2476783544,0.3069879115,0.2743900418,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.4501435975,74.44444444,0.4056944847,0.4721826613,0.292091012,0.1253021508,-0.2388050556,-0.05646531656,0.2962803245,0.3946348131,0.1801735312,0.6378799081,0.6248204112,0.2410680801,
BTN,Bhutan,Ngultrum,2013.0,5939.782227,6101.76709,0.710237,0.2727051079,,,4847.057617,6772.307617,5943.662598,6065.291992,39330.77734,,,,6648.132324,4835.104492,6643.672363,44423.01953,,,,,,0.04653960839,58.59784542,0.2522197664,0.3025628328,0.2964954078,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.5326077118,75.55555556,0.5139891505,0.3174208403,0.2851575315,0.03857869655,-0.07023744285,-0.08490873873,0.2921133041,0.4293077588,0.1803126782,0.6545463204,0.589612484,0.2533071041,
BTN,Bhutan,Ngultrum,2014.0,6163.38623,6313.133789,0.719055,0.2723467946,,,5056.276855,7489.040039,6171.936035,6280.193359,43194.89453,,,,6913.624023,4979.989258,7408.442383,46952.71875,,,,,,0.04635399953,61.02951446,0.2573466897,0.3089931011,0.3036667109,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.4825861648,78.88888889,0.5179378986,0.3873707354,0.2871769071,0.04150915146,-0.06876459718,-0.1652300507,0.298309505,0.4163354337,0.183468163,0.6517772675,0.6061685681,0.2417600751,
BTN,Bhutan,Ngultrum,2015.0,6730.043945,7117.793945,0.727876,0.2934502959,,,5470.348145,8272.003906,6698.95752,7075.925781,47105.0625,,,,7372.851563,5282.507813,8191.432129,49920.53125,,,,,,0.04644008353,64.15194446,0.2491357476,0.2990907431,0.2831567526,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.4435180287,68.8889,0.4882689714,0.3959420025,0.2848239839,0.06690893322,-0.1218395457,-0.1141043082,0.2885937989,0.3966298997,0.181493476,0.5729789734,0.5951989293,0.2242355943,
BTN,Bhutan,Ngultrum,2016.0,7337.233398,7786.919434,0.736708,0.30054003,,,5805.102051,8912.233398,7278.486328,7731.168945,51245.82422,,,,7972.054688,5584.908691,8890.668945,53235.01953,,,,,,0.04651463404,67.19518591,0.2433783263,0.2966244519,0.2792562246,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.3667706388,68.8889,0.4803185761,0.4018966854,0.2705512941,0.03348199278,-0.09714407474,-0.08910451084,0.280030489,0.396105051,0.1783085316,0.5401493311,0.5752778053,0.2193541974,
BTN,Bhutan,Ngultrum,2017.0,7871.882324,8342.890625,0.745563,0.3073112071,,,6083.031738,9222.526367,7871.882324,8342.890625,56321.67188,,,,8342.890625,6083.031738,9222.526367,56321.67188,,,,,,0.04639273882,65.12156856,0.2626723647,0.3112808764,0.2937071323,Benchmark,Benchmark,Market-based,Regular,,0.3179543257,65.5556,0.4644794762,0.3763077855,0.2646481395,0.03534689173,-0.09256079793,-0.04822153226,0.3060767353,0.4054638445,0.1864940673,0.5465990901,0.6001605988,0.2249096036,
BTN,Bhutan,Ngultrum,2018.0,8128.047852,8643.509766,0.754388,0.3137353063,,,6476.989258,9413.833984,8111.322754,8637.455078,58780.94141,,,,8595.485352,6495.824707,9346.943359,58912.51172,,,,,,0.04605333135,68.38946709,0.2591176033,0.3016370237,0.2832634449,Extrapolated,Benchmark,Market-based,Regular,,,66.6667,0.4846176803,0.3400126994,0.2652547657,0.03235311806,-0.09475729614,-0.02748091519,0.3008875251,0.3954104185,0.1828043759,0.5900525451,0.5993413329,0.2193269581,
BTN,Bhutan,Ngultrum,2019.0,8528.711914,8987.999023,0.763092,0.3204607368,,,7158.87793,9847.899414,8497.946289,8979.651367,61204.9375,,,,8922.638672,7128.860352,9578.03418,61362.53906,,,,,,0.04540722817,70.41996909,0.2552749813,0.3017740846,0.2855857015,Extrapolated,Extrapolated,Market-based,Regular,,,63.33336667,0.5047616959,0.2994571924,0.2924716771,0.03046904318,-0.08568578959,-0.04147384316,0.2995364964,0.4255668819,0.1788863093,0.5946793556,0.6026912332,0.2193017006,
CAN,Canada,Canadian Dollar,2000.0,1276875.5,1284667.375,30.588383,14.95276642,1786.186367,3.50410676,887678.75,1191141.625,1263746.375,1274288.625,4508144.0,0.08569230884,0.9569842219,0.860485673,1290441.875,886962.125,1168552.0,5232190.5,0.6080022454,0.9968907833,0.8951169848,0.6538953185,0.07042943686,0.03471302986,1.48511,0.6178530455,0.5893380642,0.5844624043,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5484386683,0.2381429374,0.1481685936,0.4233566821,-0.3658794463,0.007772500627,0.5811623335,0.5059269667,0.7536617517,0.5134587288,0.5147607327,0.4631476104,0.808439672
CAN,Canada,Canadian Dollar,2001.0,1272416.75,1273725.25,30.880073,15.07483196,1773.040815,3.51891613,904477.125,1192739.75,1265181.25,1265665.125,4378532.0,0.08149141073,0.9530963302,0.8618862629,1313540.375,910646.125,1184800.5,5373983.0,0.6294506192,0.9994362593,0.8938806057,0.6573811769,0.06655798107,0.03499729559,1.548760833,0.6095456481,0.5841104984,0.5838871598,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5609881878,0.2277557999,0.1536377221,0.4078617096,-0.3547276556,0.004484185949,0.5734265447,0.5043030977,0.7414300442,0.5056019425,0.4944690764,0.4816562831,0.8163762689
CAN,Canada,Canadian Dollar,2002.0,1278943.0,1282036.25,31.178263,15.42729092,1754.363462,3.533787727,928833.5625,1220151.375,1277256.375,1279848.5,4248475.5,0.07900490612,0.9518160224,0.8639488816,1353183.625,943034.0,1223811.875,5510506.0,0.646854043,1.008861184,0.90471524,0.6574026346,0.06477504969,0.03508793935,1.569318333,0.620661974,0.5955303311,0.5943242311,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5721819401,0.2276189625,0.1535552293,0.4015577137,-0.3588680625,0.003954216372,0.581787765,0.5154008865,0.7655162811,0.492282033,0.4833476245,0.5187112689,0.814301908
CAN,Canada,Canadian Dollar,2003.0,1320633.5,1346111.25,31.488048,15.77074623,1743.803145,3.548722506,952835.1875,1268685.375,1321023.125,1329148.375,4373955.5,0.07924561203,0.9472402334,0.8583045602,1377561.5,969112.6875,1274448.625,5659420.5,0.666472435,1.003110766,0.9202013016,0.6457537413,0.06935646385,0.03509796411,1.401051667,0.7103006244,0.6779404879,0.6737961769,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5616089702,0.2376334667,0.155267477,0.3858205676,-0.3442184031,0.003887910396,0.6679709554,0.5803186893,0.8634088039,0.5304080248,0.5245702863,0.5953856111,0.922966063
CAN,Canada,Canadian Dollar,2004.0,1377227.5,1406270.75,31.815494,16.04599953,1753.799959,3.563720465,976063.0625,1316649.75,1378428.375,1389285.25,4522782.0,0.07966764271,0.9446457028,0.84501791,1420086.625,995617.875,1325551.5,5831697.5,0.6901231408,1.003549576,0.9288448691,0.6393342614,0.07057018578,0.035220474,1.301019167,0.779800117,0.7448196411,0.7389991283,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5497421026,0.2451524585,0.1528228074,0.4018184245,-0.3524713516,0.00293561141,0.7355556488,0.6445716023,0.9389584661,0.5678556561,0.5595453978,0.6694899201,0.9938978553
CAN,Canada,Canadian Dollar,2005.0,1436814.125,1514082.625,32.164309,16.31370163,1744.018222,3.578781605,1022973.813,1402181.75,1460410.5,1475052.625,4703907.5,0.0809610188,0.9658697248,0.8516993523,1465589.0,1027224.813,1391221.25,6029150.5,0.7191904783,1.010429025,0.9510699511,0.6294353604,0.0727603659,0.03551382571,1.211763333,0.8415426016,0.8033070564,0.7953330874,Benchmark,Benchmark,Market-based,Regular,Regular,0.9038276229,,0.5443574786,0.2570809424,0.1491593421,0.4270319343,-0.3774384558,-0.0001912471052,0.7934284806,0.7001606822,1.017135143,0.5731117725,0.5639959574,0.7459452748,1.044434071
CAN,Canada,Canadian Dollar,2006.0,1459523.25,1522705.125,32.536987,16.59420013,1743.54075,3.593906403,1037452.063,1433153.875,1473502.25,1494874.875,4961967.5,0.0838791579,0.9401646852,0.8422560692,1504197.125,1066450.5,1450557.875,6239971.5,0.7505818605,1.007412672,0.9632973075,0.6342618465,0.06716394424,0.03591447696,1.134363333,0.9368188381,0.895372808,0.8825714588,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5397947431,0.2647056282,0.1542111933,0.447327435,-0.4046192467,-0.001419756096,0.8897403479,0.7867094874,1.101610661,0.5802315474,0.5786509514,0.8306161761,1.055594921
CAN,Canada,Canadian Dollar,2007.0,1483753.5,1555354.125,32.930794,16.98324203,1742.925627,3.609095335,1060752.25,1461081.25,1492628.125,1522060.875,5201214.5,0.08593026549,0.9249067307,0.8383389711,1535361.5,1107776.0,1503519.25,6451696.5,0.7809746861,0.9962650537,0.9673771858,0.6394949555,0.06200327724,0.03627104685,1.074099167,1.02438128,0.984051168,0.9650221467,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5377187729,0.2630177438,0.1591996253,0.4435384274,-0.3980577588,-0.005416800734,0.982183218,0.8771885037,1.166911125,0.6221370101,0.6288496852,0.9238182306,1.076761842
